sensorName,firstAttempt,lastAttempt,success,failed,deltaTimeSuccess,deltaTimeFailed
exp35_sensor15,1474606497798,1474606557650,78,2,1087.9358974358975,971.5
exp35_sensor16,1474606497835,1474606557819,81,1,1060.3827160493827,778.0
exp35_sensor13,1474606497734,1474606557733,76,2,1129.9473684210527,2043.0
exp35_sensor14,1474606497774,1474606557431,80,0,1066.8875,NaN
exp35_sensor11,1474606497662,1474606557024,76,2,1072.0263157894738,2608.5
exp35_sensor30,1474606498825,1474606558280,81,1,1042.679012345679,1073.0
exp35_sensor12,1474606497680,1474606557604,83,1,1000.3855421686746,265.0
exp35_sensor10,1474606497563,1474606557547,84,0,1046.3214285714287,NaN
exp35_sensor28,1474606498690,1474606558264,86,0,980.7093023255813,NaN
exp35_sensor29,1474606498766,1474606558008,85,1,989.9882352941177,1069.0
exp35_sensor6,1474606498890,1474606558830,84,0,1053.3214285714287,NaN
exp35_sensor7,1474606498911,1474606558533,78,0,1138.6153846153845,NaN
exp35_sensor8,1474606498946,1474606558587,80,0,1070.3375,NaN
exp35_sensor9,1474606498982,1474606558537,79,3,1016.6582278481013,1361.3333333333333
exp35_sensor2,1474606498046,1474606557474,84,0,1036.0595238095239,NaN
exp35_sensor3,1474606498792,1474606558348,80,0,1068.45,NaN
exp35_sensor4,1474606498840,1474606558313,83,1,972.0361445783133,2105.0
exp35_sensor5,1474606498861,1474606558327,86,0,973.3604651162791,NaN
exp35_sensor24,1474606498164,1474606558072,75,1,1164.4666666666667,418.0
exp35_sensor25,1474606498198,1474606557864,80,0,1057.6875,NaN
exp35_sensor26,1474606498227,1474606557402,78,0,1127.7820512820513,NaN
exp35_sensor1,1474606497469,1474606557295,80,4,970.725,1936.5
exp35_sensor27,1474606498662,1474606557792,81,1,989.9629629629629,3093.0
exp35_sensor20,1474606498074,1474606557476,80,0,1088.075,NaN
exp35_sensor21,1474606498096,1474606557883,79,1,1042.6708860759493,1207.0
exp35_sensor22,1474606498122,1474606557484,81,1,1098.5061728395062,942.0
exp35_sensor23,1474606498163,1474606557715,80,0,1126.35,NaN
exp35_sensor18,1474606497982,1474606557755,78,0,1147.8589743589744,NaN
exp35_sensor17,1474606497942,1474606557899,80,2,1120.3125,827.0
exp35_sensor19,1474606498013,1474606557408,75,1,1150.5333333333333,973.0
