sensorName,firstAttempt,lastAttempt,success,failed,deltaTimeSuccess,deltaTimeFailed
exp48_sensor34,1474609149274,1474609208809,61,1,1426.704918032787,3821.0
exp48_sensor33,1474609149245,1474609208701,69,1,1300.4492753623188,2841.0
exp48_sensor36,1474609149350,1474609207932,69,1,1316.2463768115942,571.0
exp48_sensor35,1474609149320,1474609209295,66,2,1303.2121212121212,3694.0
exp48_sensor10,1474609148366,1474609207271,66,0,1391.9545454545455,NaN
exp48_sensor38,1474609149390,1474609207947,62,0,1453.1612903225807,NaN
exp48_sensor37,1474609149366,1474609209275,62,2,1414.6935483870968,2532.5
exp48_sensor39,1474609149412,1474609208598,65,1,1437.5384615384614,494.0
exp48_sensor15,1474609148566,1474609207930,57,1,1578.7894736842106,2968.0
exp48_sensor16,1474609148598,1474609207668,62,0,1437.8870967741937,NaN
exp48_sensor17,1474609148614,1474609208588,63,1,1463.2222222222222,463.0
exp48_sensor18,1474609148662,1474609208412,62,0,1491.0483870967741,NaN
exp48_sensor30,1474609149158,1474609207954,70,0,1282.0,NaN
exp48_sensor11,1474609148429,1474609208011,62,0,1494.1129032258063,NaN
exp48_sensor12,1474609148470,1474609207955,67,1,1343.910447761194,1285.0
exp48_sensor13,1474609148485,1474609207055,64,0,1450.40625,NaN
exp48_sensor32,1474609149213,1474609208876,62,0,1471.6451612903227,NaN
exp48_sensor14,1474609148527,1474609207556,61,1,1508.688524590164,490.0
exp48_sensor31,1474609149198,1474609209123,61,1,1478.0655737704917,2240.0
exp48_sensor8,1474609149506,1474609207929,62,0,1450.3225806451612,NaN
exp48_sensor9,1474609149520,1474609209321,64,2,1380.484375,1983.0
exp48_sensor3,1474609149127,1474609208453,67,1,1359.3432835820895,1569.0
exp48_sensor25,1474609148967,1474609208901,66,0,1434.4545454545455,NaN
exp48_sensor24,1474609148920,1474609208840,61,1,1488.27868852459,997.0
exp48_sensor2,1474609148734,1474609208469,71,1,1250.0,527.0
exp48_sensor1,1474609148288,1474609206891,62,0,1477.1129032258063,NaN
exp48_sensor23,1474609148869,1474609208801,65,1,1446.3846153846155,451.0
exp48_sensor22,1474609148846,1474609207928,62,0,1491.9354838709678,NaN
exp48_sensor7,1474609149487,1474609209361,66,0,1361.060606060606,NaN
exp48_sensor29,1474609149109,1474609208665,69,1,1299.304347826087,3394.0
exp48_sensor6,1474609149474,1474609208844,62,0,1460.6612903225807,NaN
exp48_sensor28,1474609149086,1474609209002,63,1,1427.8412698412699,2251.0
exp48_sensor5,1474609149453,1474609209167,69,1,1309.7971014492753,498.0
exp48_sensor27,1474609149039,1474609208540,69,1,1316.1739130434783,1335.0
exp48_sensor26,1474609149011,1474609208487,66,0,1421.9545454545455,NaN
exp48_sensor4,1474609149418,1474609207945,64,0,1412.984375,NaN
exp48_sensor40,1474609149448,1474609209213,65,1,1359.4,1278.0
exp48_sensor21,1474609148818,1474609208467,66,0,1410.1969696969697,NaN
exp48_sensor20,1474609148746,1474609207115,63,1,1363.952380952381,3997.0
exp48_sensor19,1474609148686,1474609208595,70,0,1286.7857142857142,NaN
