sensorName,firstAttempt,lastAttempt,success,failed,deltaTimeSuccess,deltaTimeFailed
exp14_sensor9,1474602112408,1474602171822,146,0,189.56164383561645,NaN
exp14_sensor7,1474602112365,1474602171817,146,0,154.3835616438356,NaN
exp14_sensor8,1474602112385,1474602171841,146,0,192.25342465753425,NaN
exp14_sensor5,1474602112286,1474602171977,146,0,211.1095890410959,NaN
exp14_sensor6,1474602112330,1474602171822,146,0,189.41780821917808,NaN
exp14_sensor10,1474602112060,1474602171980,146,0,204.8082191780822,NaN
exp14_sensor3,1474602112171,1474602171975,146,0,211.15068493150685,NaN
exp14_sensor4,1474602112207,1474602171979,146,0,211.23287671232876,NaN
exp14_sensor1,1474602112007,1474602171817,146,0,173.17808219178082,NaN
exp14_sensor2,1474602112134,1474602171978,146,0,205.7876712328767,NaN
