sensorName,firstAttempt,lastAttempt,success,failed,deltaTimeSuccess,deltaTimeFailed
exp77_sensor25,1474616149772,1474616208952,40,0,2287.65,NaN
exp77_sensor24,1474616149733,1474616208579,40,0,2323.25,NaN
exp77_sensor23,1474616149686,1474616207615,39,1,2191.846153846154,3933.0
exp77_sensor22,1474616149651,1474616205786,42,0,2188.309523809524,NaN
exp77_sensor21,1474616149634,1474616208327,40,0,2309.9,NaN
exp77_sensor20,1474616149614,1474616209281,39,1,2267.2820512820513,4841.0
exp77_sensor6,1474616150613,1474616210323,44,0,2079.5454545454545,NaN
exp77_sensor7,1474616150658,1474616209171,42,0,2244.6428571428573,NaN
exp77_sensor4,1474616150219,1474616207611,35,1,2516.342857142857,3814.0
exp77_sensor19,1474616149578,1474616209138,40,0,2355.475,NaN
exp77_sensor5,1474616150413,1474616208992,42,0,2203.214285714286,NaN
exp77_sensor17,1474616149511,1474616209056,39,1,2424.4615384615386,2384.0
exp77_sensor18,1474616149536,1474616207912,38,0,2423.2368421052633,NaN
exp77_sensor15,1474616149437,1474616206964,38,2,2359.5526315789475,2401.5
exp77_sensor8,1474616150667,1474616208959,41,1,2211.8048780487807,2451.0
exp77_sensor16,1474616149468,1474616207724,40,0,2264.175,NaN
exp77_sensor9,1474616150671,1474616209864,42,0,2129.0238095238096,NaN
exp77_sensor2,1474616149598,1474616209386,42,0,2228.1666666666665,NaN
exp77_sensor3,1474616149924,1474616209048,40,0,2310.275,NaN
exp77_sensor1,1474616149200,1474616205100,39,1,2342.102564102564,2457.0
exp77_sensor12,1474616149338,1474616206895,40,0,2324.975,NaN
exp77_sensor11,1474616149304,1474616209050,38,0,2490.7631578947367,NaN
exp77_sensor14,1474616149418,1474616209310,36,0,2549.6944444444443,NaN
exp77_sensor13,1474616149378,1474616208687,39,1,2368.4102564102564,2500.0
exp77_sensor10,1474616149235,1474616208956,40,0,2299.2,NaN
exp77_sensor49,1474616150410,1474616209924,46,0,2040.5434782608695,NaN
exp77_sensor48,1474616150389,1474616209051,38,0,2410.5,NaN
exp77_sensor43,1474616150286,1474616209839,37,1,2417.891891891892,3002.0
exp77_sensor42,1474616150272,1474616209128,37,1,2521.972972972973,1576.0
exp77_sensor41,1474616150245,1474616208665,41,1,2216.487804878049,2414.0
exp77_sensor40,1474616150223,1474616210037,40,0,2323.35,NaN
exp77_sensor47,1474616150372,1474616210327,46,0,1975.7391304347825,NaN
exp77_sensor46,1474616150368,1474616209700,40,0,2277.85,NaN
exp77_sensor45,1474616150344,1474616206904,38,0,2402.342105263158,NaN
exp77_sensor44,1474616150327,1474616206951,38,0,2422.315789473684,NaN
exp77_sensor39,1474616150196,1474616210119,39,3,2232.974358974359,1790.0
exp77_sensor37,1474616150144,1474616209348,39,1,2215.4615384615386,4977.0
exp77_sensor38,1474616150171,1474616210022,41,1,2188.2195121951218,443.0
exp77_sensor50,1474616150443,1474616209715,44,0,2187.5227272727275,NaN
exp77_sensor53,1474616150508,1474616210118,42,0,2144.0476190476193,NaN
exp77_sensor54,1474616150512,1474616210173,41,1,2154.170731707317,3055.0
exp77_sensor51,1474616150463,1474616207627,41,1,2082.6585365853657,3007.0
exp77_sensor52,1474616150478,1474616209058,42,0,2249.0,NaN
exp77_sensor57,1474616150562,1474616207606,42,0,2148.3809523809523,NaN
exp77_sensor58,1474616150571,1474616209483,39,1,2315.25641025641,1275.0
exp77_sensor55,1474616150522,1474616210106,39,1,2202.846153846154,3932.0
exp77_sensor56,1474616150541,1474616210476,41,1,2146.6341463414633,4055.0
exp77_sensor59,1474616150591,1474616209669,39,1,2280.3846153846152,3319.0
exp77_sensor30,1474616149938,1474616207982,36,0,2521.6666666666665,NaN
exp77_sensor32,1474616149978,1474616206836,42,0,2224.0476190476193,NaN
exp77_sensor31,1474616149951,1474616209795,40,0,2316.125,NaN
exp77_sensor34,1474616150051,1474616209823,42,0,2276.7619047619046,NaN
exp77_sensor33,1474616150026,1474616206879,36,2,2433.4444444444443,1298.0
exp77_sensor36,1474616150106,1474616209086,39,1,2261.0,2694.0
exp77_sensor35,1474616150075,1474616207976,40,0,2210.625,NaN
exp77_sensor26,1474616149819,1474616208577,41,1,2231.9756097560976,2402.0
exp77_sensor27,1474616149850,1474616206949,37,1,2288.810810810811,4877.0
exp77_sensor28,1474616149864,1474616209099,42,0,2140.095238095238,NaN
exp77_sensor29,1474616149908,1474616207944,38,0,2370.157894736842,NaN
exp77_sensor60,1474616150631,1474616206960,40,0,2319.025,NaN
