sensorName,firstAttempt,lastAttempt,success,failed,deltaTimeSuccess,deltaTimeFailed
exp57_sensor30,1474611151790,1474611211587,56,2,1523.8392857142858,3265.0
exp57_sensor38,1474611151966,1474611210728,55,1,1619.6727272727273,3736.0
exp57_sensor12,1474611151083,1474611210296,54,2,1548.851851851852,3570.0
exp57_sensor11,1474611151055,1474611209469,52,0,1782.9423076923076,NaN
exp57_sensor37,1474611151930,1474611211617,54,2,1606.1296296296296,2825.0
exp57_sensor36,1474611151917,1474611210328,56,0,1654.892857142857,NaN
exp57_sensor10,1474611151000,1474611210290,52,2,1712.4038461538462,2418.0
exp57_sensor35,1474611151886,1474611211532,52,2,1637.2307692307693,3139.0
exp57_sensor16,1474611151303,1474611210329,56,2,1583.517857142857,2289.0
exp57_sensor34,1474611151879,1474611210565,55,1,1673.0545454545454,939.0
exp57_sensor15,1474611151208,1474611210465,53,1,1754.2264150943397,2708.0
exp57_sensor33,1474611151849,1474611211573,53,1,1648.0754716981132,4450.0
exp57_sensor14,1474611151157,1474611210455,50,0,1849.18,NaN
exp57_sensor32,1474611151838,1474611210381,50,2,1756.66,2522.0
exp57_sensor50,1474611152251,1474611211602,56,2,1493.0357142857142,3376.5
exp57_sensor13,1474611151136,1474611209756,52,0,1795.9423076923076,NaN
exp57_sensor31,1474611151815,1474611210728,58,0,1586.6206896551723,NaN
exp57_sensor1,1474611150907,1474611210558,59,1,1564.2033898305085,959.0
exp57_sensor28,1474611151722,1474611209784,51,1,1819.549019607843,3128.0
exp57_sensor29,1474611151744,1474611210466,55,1,1643.9818181818182,3059.0
exp57_sensor6,1474611152260,1474611210402,54,2,1626.5,2223.5
exp57_sensor7,1474611152268,1474611210611,54,2,1585.0185185185185,2584.0
exp57_sensor8,1474611152286,1474611211676,53,1,1648.9811320754718,4061.0
exp57_sensor9,1474611152289,1474611210345,51,1,1687.7843137254902,5496.0
exp57_sensor2,1474611151403,1474611210751,53,1,1638.0754716981132,4741.0
exp57_sensor3,1474611151774,1474611211573,57,1,1495.7719298245613,5867.0
exp57_sensor4,1474611151998,1474611210481,53,1,1643.7169811320755,4481.0
exp57_sensor5,1474611152229,1474611210050,56,0,1602.642857142857,NaN
exp57_sensor41,1474611152034,1474611211701,56,0,1617.75,NaN
exp57_sensor40,1474611152020,1474611210416,52,2,1695.923076923077,2262.0
exp57_sensor21,1474611151454,1474611210483,55,1,1575.509090909091,4403.0
exp57_sensor47,1474611152183,1474611209598,52,2,1631.5,2996.0
exp57_sensor20,1474611151426,1474611209957,51,1,1707.137254901961,4385.0
exp57_sensor46,1474611152160,1474611210400,56,2,1560.642857142857,2149.5
exp57_sensor49,1474611152223,1474611210309,58,0,1562.2586206896551,NaN
exp57_sensor23,1474611151518,1474611210307,59,1,1461.3898305084747,4370.0
exp57_sensor22,1474611151469,1474611208972,57,1,1575.7368421052631,3500.0
exp57_sensor48,1474611152210,1474611211720,53,1,1686.3396226415093,3251.0
exp57_sensor43,1474611152073,1474611211417,56,0,1637.142857142857,NaN
exp57_sensor25,1474611151560,1474611209594,50,0,1764.24,NaN
exp57_sensor24,1474611151525,1474611210292,51,1,1749.5686274509803,2892.0
exp57_sensor42,1474611152058,1474611211457,52,2,1665.2115384615386,2729.0
exp57_sensor45,1474611152144,1474611211587,54,0,1724.148148148148,NaN
exp57_sensor27,1474611151635,1474611211588,54,0,1732.2037037037037,NaN
exp57_sensor26,1474611151583,1474611209609,52,0,1763.0192307692307,NaN
exp57_sensor44,1474611152089,1474611210362,53,1,1648.132075471698,3554.0
exp57_sensor17,1474611151307,1474611209651,53,1,1591.4905660377358,5721.0
exp57_sensor18,1474611151342,1474611209425,53,1,1678.9056603773586,2839.0
exp57_sensor19,1474611151368,1474611210482,55,1,1610.3272727272727,3852.0
exp57_sensor39,1474611151974,1474611211043,54,0,1704.1666666666667,NaN
