sensorName,firstAttempt,lastAttempt,success,failed,deltaTimeSuccess,deltaTimeFailed
exp23_sensor17,1474604365583,1474604424806,116,0,211.07758620689654,NaN
exp23_sensor16,1474604365535,1474604425348,116,0,331.0,NaN
exp23_sensor2,1474604365691,1474604425351,116,0,327.9913793103448,NaN
exp23_sensor19,1474604365659,1474604425337,116,0,319.73275862068965,NaN
exp23_sensor1,1474604365183,1474604424345,114,0,324.29824561403507,NaN
exp23_sensor18,1474604365625,1474604425267,114,0,287.359649122807,NaN
exp23_sensor8,1474604365940,1474604425346,116,0,304.7758620689655,NaN
exp23_sensor7,1474604365934,1474604425506,114,0,302.8859649122807,NaN
exp23_sensor9,1474604365987,1474604425341,114,0,325.62280701754383,NaN
exp23_sensor4,1474604365779,1474604425315,114,0,314.50877192982455,NaN
exp23_sensor3,1474604365737,1474604425338,116,0,277.9913793103448,NaN
exp23_sensor6,1474604365842,1474604425337,116,0,334.25,NaN
exp23_sensor5,1474604365808,1474604425135,114,0,291.5877192982456,NaN
exp23_sensor10,1474604365222,1474604424728,116,0,215.19827586206895,NaN
exp23_sensor20,1474604365729,1474604425338,114,0,324.8421052631579,NaN
exp23_sensor11,1474604365302,1474604424338,114,0,278.1929824561403,NaN
exp23_sensor14,1474604365451,1474604425341,116,0,322.6034482758621,NaN
exp23_sensor15,1474604365504,1474604425310,114,0,283.219298245614,NaN
exp23_sensor12,1474604365377,1474604424448,112,0,305.5625,NaN
exp23_sensor13,1474604365426,1474604424643,112,0,277.25,NaN
