sensorName,firstAttempt,lastAttempt,success,failed,deltaTimeSuccess,deltaTimeFailed
exp82_sensor44,1474617538872,1474617593992,32,0,2858.3125,NaN
exp82_sensor45,1474617538891,1474617597748,33,1,2815.969696969697,1761.0
exp82_sensor42,1474617538832,1474617595167,33,1,2704.3333333333335,4049.0
exp82_sensor43,1474617538865,1474617595198,33,1,2691.151515151515,4152.0
exp82_sensor48,1474617538936,1474617597790,38,0,2559.157894736842,NaN
exp82_sensor49,1474617538959,1474617597805,34,0,2793.176470588235,NaN
exp82_sensor46,1474617538907,1474617597536,34,0,2759.176470588235,NaN
exp82_sensor47,1474617538924,1474617596648,34,0,2805.294117647059,NaN
exp82_sensor52,1474617538992,1474617596663,36,0,2680.1388888888887,NaN
exp82_sensor51,1474617538987,1474617597675,35,1,2544.2,1653.0
exp82_sensor50,1474617538971,1474617594013,33,1,2565.0,6164.0
exp82_sensor39,1474617538715,1474617594979,33,1,2563.5454545454545,7170.0
exp82_sensor31,1474617538529,1474617595101,31,1,2915.5806451612902,4956.0
exp82_sensor32,1474617538541,1474617595046,32,0,2877.09375,NaN
exp82_sensor33,1474617538561,1474617596313,33,1,2812.5757575757575,2390.0
exp82_sensor34,1474617538569,1474617593756,30,0,3024.3,NaN
exp82_sensor35,1474617538599,1474617597718,33,1,2770.242424242424,1647.0
exp82_sensor36,1474617538610,1474617597768,35,1,2680.2285714285713,1731.0
exp82_sensor37,1474617538631,1474617597790,31,1,3005.935483870968,1725.0
exp82_sensor38,1474617538659,1474617596773,34,0,2855.264705882353,NaN
exp82_sensor41,1474617538815,1474617594058,34,0,2681.205882352941,NaN
exp82_sensor40,1474617538793,1474617597675,37,1,2491.7027027027025,1528.0
exp82_sensor68,1474617539262,1474617596349,34,0,2782.0882352941176,NaN
exp82_sensor30,1474617538504,1474617596723,34,0,2882.176470588235,NaN
exp82_sensor69,1474617539271,1474617597810,33,1,2693.6969696969695,4199.0
exp82_sensor66,1474617539230,1474617596368,33,1,2805.121212121212,4159.0
exp82_sensor67,1474617539231,1474617596418,36,0,2566.75,NaN
exp82_sensor64,1474617539167,1474617596376,31,1,2914.1935483870966,4103.0
exp82_sensor65,1474617539207,1474617596410,31,1,2903.7419354838707,4220.0
exp82_sensor25,1474617538342,1474617597788,34,0,2828.4411764705883,NaN
exp82_sensor24,1474617538311,1474617597674,34,2,2564.9117647058824,3927.5
exp82_sensor27,1474617538438,1474617597746,34,2,2538.5882352941176,3977.5
exp82_sensor26,1474617538394,1474617597546,34,0,2789.0588235294117,NaN
exp82_sensor21,1474617538258,1474617597678,33,1,2930.5151515151515,1517.0
exp82_sensor70,1474617539307,1474617599256,33,1,2709.151515151515,6070.0
exp82_sensor20,1474617538216,1474617594965,36,0,2578.277777777778,NaN
exp82_sensor23,1474617538304,1474617597810,34,0,2827.5882352941176,NaN
exp82_sensor22,1474617538277,1474617597741,30,2,2947.5,2935.5
exp82_sensor29,1474617538491,1474617596335,35,1,2600.057142857143,4150.0
exp82_sensor28,1474617538461,1474617596640,34,0,2829.235294117647,NaN
exp82_sensor57,1474617539045,1474617596292,33,1,2599.818181818182,3016.0
exp82_sensor4,1474617538758,1474617596329,33,1,2755.757575757576,4067.0
exp82_sensor58,1474617539060,1474617598412,36,2,2687.8611111111113,18.0
exp82_sensor5,1474617538962,1474617597542,33,1,2740.212121212121,4078.0
exp82_sensor2,1474617538215,1474617593848,32,0,2876.4375,NaN
exp82_sensor59,1474617539086,1474617598659,34,0,2692.0,NaN
exp82_sensor3,1474617538492,1474617595254,33,1,2697.121212121212,4258.0
exp82_sensor53,1474617539005,1474617597579,34,0,2692.8823529411766,NaN
exp82_sensor8,1474617539326,1474617598690,34,0,2732.676470588235,NaN
exp82_sensor9,1474617539331,1474617597675,34,2,2495.264705882353,3770.5
exp82_sensor54,1474617539023,1474617597604,33,1,2758.5454545454545,4125.0
exp82_sensor6,1474617539101,1474617598834,34,0,2787.264705882353,NaN
exp82_sensor55,1474617539024,1474617595255,34,0,2825.735294117647,NaN
exp82_sensor7,1474617539306,1474617595081,33,1,2682.060606060606,4427.0
exp82_sensor56,1474617539038,1474617596355,34,0,2782.6176470588234,NaN
exp82_sensor61,1474617539126,1474617594995,34,0,2889.4117647058824,NaN
exp82_sensor16,1474617538124,1474617596285,31,1,2872.7096774193546,6432.0
exp82_sensor60,1474617539106,1474617595166,33,1,2771.939393939394,3604.0
exp82_sensor15,1474617538099,1474617596346,35,1,2581.8571428571427,2894.0
exp82_sensor14,1474617538072,1474617597780,36,0,2732.6944444444443,NaN
exp82_sensor63,1474617539164,1474617596271,31,1,2774.8387096774195,3242.0
exp82_sensor13,1474617538034,1474617596395,31,1,2986.0967741935483,6415.0
exp82_sensor62,1474617539148,1474617595226,35,1,2556.114285714286,4065.0
exp82_sensor12,1474617537990,1474617597730,33,1,2900.030303030303,1781.0
exp82_sensor1,1474617537792,1474617596406,34,0,2825.4411764705883,NaN
exp82_sensor11,1474617537934,1474617596773,38,0,2544.7368421052633,NaN
exp82_sensor10,1474617537863,1474617595207,32,0,2973.21875,NaN
exp82_sensor19,1474617538183,1474617596640,36,0,2750.777777777778,NaN
exp82_sensor18,1474617538162,1474617597740,35,1,2718.0,1515.0
exp82_sensor17,1474617538143,1474617597669,33,3,2692.090909090909,2654.6666666666665
