sensorName,firstAttempt,lastAttempt,success,failed,deltaTimeSuccess,deltaTimeFailed
exp98_sensor67,1474622179084,1474622237887,30,6,2878.4,1217.5
exp98_sensor68,1474622179115,1474622238873,30,2,2927.266666666667,2354.5
exp98_sensor65,1474622179043,1474622236661,29,1,3021.6206896551726,5069.0
exp98_sensor66,1474622179063,1474622236549,28,2,3134.1785714285716,2623.0
exp98_sensor63,1474622179023,1474622238211,30,2,2861.4666666666667,2967.5
exp98_sensor64,1474622179036,1474622236607,27,1,3187.185185185185,6554.0
exp98_sensor61,1474622178982,1474622238478,31,1,2948.6129032258063,2893.0
exp98_sensor62,1474622178998,1474622236667,31,1,2763.451612903226,5066.0
exp98_sensor24,1474622178114,1474622236359,28,0,3250.8928571428573,NaN
exp98_sensor23,1474622178097,1474622236631,31,3,2624.6451612903224,3786.0
exp98_sensor60,1474622178966,1474622238783,27,1,3267.037037037037,3034.0
exp98_sensor22,1474622178090,1474622235412,29,1,3020.7241379310344,6511.0
exp98_sensor21,1474622178066,1474622234289,27,1,3241.1481481481483,2812.0
exp98_sensor20,1474622178030,1474622236548,31,1,2964.7096774193546,2915.0
exp98_sensor18,1474622177962,1474622236878,28,2,3160.535714285714,2463.5
exp98_sensor19,1474622177991,1474622235592,29,1,3075.655172413793,5158.0
exp98_sensor16,1474622177858,1474622236793,29,5,2854.103448275862,2531.0
exp98_sensor17,1474622177927,1474622235261,27,1,3265.6296296296296,2783.0
exp98_sensor14,1474622177802,1474622237489,29,1,3203.9310344827586,2427.0
exp98_sensor15,1474622177832,1474622236620,29,1,3151.8275862068967,2817.0
exp98_sensor59,1474622178932,1474622238268,30,2,2815.1,4709.5
exp98_sensor58,1474622178921,1474622236530,29,1,2955.1724137931033,5165.0
exp98_sensor76,1474622179327,1474622238535,31,1,2768.7096774193546,4103.0
exp98_sensor77,1474622179348,1474622236514,28,2,3060.8928571428573,2432.0
exp98_sensor78,1474622179362,1474622237205,27,1,3439.6296296296296,2639.0
exp98_sensor79,1474622179370,1474622238704,32,0,2837.9375,NaN
exp98_sensor72,1474622179268,1474622238221,29,1,3108.2413793103447,2779.0
exp98_sensor73,1474622179293,1474622238046,29,1,2968.655172413793,4987.0
exp98_sensor74,1474622179299,1474622238872,31,1,2821.0,5064.0
exp98_sensor75,1474622179310,1474622236796,26,2,3318.9615384615386,2678.5
exp98_sensor33,1474622178338,1474622235238,31,3,2470.6451612903224,4809.666666666667
exp98_sensor32,1474622178291,1474622238045,30,0,3155.0,NaN
exp98_sensor70,1474622179211,1474622236358,27,1,3170.6296296296296,4966.0
exp98_sensor35,1474622178402,1474622238176,30,0,3073.0,NaN
exp98_sensor71,1474622179248,1474622238256,31,1,2879.6451612903224,2456.0
exp98_sensor34,1474622178343,1474622237894,28,2,2990.464285714286,5171.0
exp98_sensor31,1474622178278,1474622236332,28,0,3287.0,NaN
exp98_sensor30,1474622178237,1474622235273,30,0,3113.5666666666666,NaN
exp98_sensor29,1474622178216,1474622236950,30,0,3067.3,NaN
exp98_sensor25,1474622178139,1474622235261,27,1,3292.037037037037,6639.0
exp98_sensor26,1474622178159,1474622234758,28,0,3265.8928571428573,NaN
exp98_sensor27,1474622178174,1474622234263,26,0,3492.0,NaN
exp98_sensor28,1474622178196,1474622236471,30,0,3027.733333333333,NaN
exp98_sensor69,1474622179129,1474622237440,29,1,3033.655172413793,3025.0
exp98_sensor41,1474622178547,1474622236919,27,1,3309.4074074074074,4993.0
exp98_sensor9,1474622179441,1474622238986,32,2,2506.4375,5692.5
exp98_sensor42,1474622178575,1474622238061,29,1,3106.896551724138,3062.0
exp98_sensor40,1474622178541,1474622237617,29,1,3024.137931034483,5350.0
exp98_sensor5,1474622178755,1474622238312,29,1,2995.9310344827586,4217.0
exp98_sensor45,1474622178632,1474622236416,30,0,3105.5,NaN
exp98_sensor46,1474622178676,1474622236336,29,1,3125.7586206896553,2461.0
exp98_sensor6,1474622178957,1474622236356,28,2,2940.8571428571427,4580.5
exp98_sensor7,1474622179143,1474622238176,30,2,2950.7,2933.5
exp98_sensor43,1474622178587,1474622236390,29,1,3113.5172413793102,3047.0
exp98_sensor44,1474622178610,1474622236433,31,1,2782.7419354838707,5001.0
exp98_sensor8,1474622179390,1474622237456,33,1,2595.181818181818,4802.0
exp98_sensor1,1474622177561,1474622236429,29,1,3004.862068965517,5053.0
exp98_sensor2,1474622178030,1474622234325,27,1,3267.037037037037,5152.0
exp98_sensor3,1474622178225,1474622236620,29,1,3039.448275862069,6513.0
exp98_sensor4,1474622178480,1474622237923,28,0,3325.035714285714,NaN
exp98_sensor80,1474622179432,1474622237896,33,1,2644.4545454545455,2618.0
exp98_sensor39,1474622178468,1474622236421,31,1,2906.7096774193546,3978.0
exp98_sensor38,1474622178459,1474622236855,27,1,3282.3703703703704,5058.0
exp98_sensor37,1474622178439,1474622238310,31,1,2884.6129032258063,5543.0
exp98_sensor36,1474622178417,1474622237322,29,1,2993.4827586206898,4067.0
exp98_sensor50,1474622178782,1474622238592,32,0,2926.65625,NaN
exp98_sensor51,1474622178805,1474622238310,31,1,2845.9032258064517,5203.0
exp98_sensor52,1474622178828,1474622238305,29,1,3040.344827586207,4627.0
exp98_sensor53,1474622178834,1474622237486,31,1,2950.2258064516127,3701.0
exp98_sensor54,1474622178847,1474622235596,28,2,2976.4285714285716,2793.5
exp98_sensor55,1474622178858,1474622236634,29,1,2965.8275862068967,4090.0
exp98_sensor56,1474622178892,1474622236862,28,2,3018.535714285714,3676.5
exp98_sensor57,1474622178913,1474622236551,28,2,3038.6785714285716,2964.5
exp98_sensor11,1474622177696,1474622235604,28,8,3047.964285714286,1126.375
exp98_sensor10,1474622177657,1474622236345,29,1,3011.655172413793,5192.0
exp98_sensor13,1474622177784,1474622236342,30,2,2755.133333333333,4647.0
exp98_sensor12,1474622177740,1474622236389,28,0,3397.714285714286,NaN
exp98_sensor48,1474622178730,1474622238478,30,0,3159.6,NaN
exp98_sensor47,1474622178714,1474622236525,28,2,2968.714285714286,5282.0
exp98_sensor49,1474622178748,1474622238001,31,1,2905.1612903225805,2525.0
