sensorName,firstAttempt,lastAttempt,success,failed,deltaTimeSuccess,deltaTimeFailed
exp114_sensor8,1474627570967,1474627628364,24,0,3968.6666666666665,NaN
exp114_sensor9,1474627571196,1474627627222,23,1,3856.217391304348,5440.0
exp114_sensor6,1474627570520,1474627623120,23,1,3833.086956521739,5284.0
exp114_sensor7,1474627570799,1474627630391,22,0,4390.863636363636,NaN
exp114_sensor4,1474627570071,1474627625853,22,0,4368.954545454545,NaN
exp114_sensor5,1474627570278,1474627623990,25,3,3602.32,915.3333333333334
exp114_sensor2,1474627569310,1474627621667,21,1,4044.7619047619046,8612.0
exp114_sensor3,1474627569725,1474627622934,24,0,3732.75,NaN
exp114_sensor1,1474627568762,1474627621691,21,1,4066.095238095238,8336.0
exp114_sensor97,1474627571308,1474627625710,22,2,4016.5,2463.5
exp114_sensor98,1474627571313,1474627626058,24,0,3825.1666666666665,NaN
exp114_sensor99,1474627571324,1474627630310,22,0,4276.136363636364,NaN
exp114_sensor88,1474627571163,1474627630538,24,0,4081.75,NaN
exp114_sensor89,1474627571183,1474627623900,21,1,3939.7619047619046,7705.0
exp114_sensor86,1474627571142,1474627627278,22,2,3916.2272727272725,4131.0
exp114_sensor87,1474627571148,1474627627240,22,2,3866.5,4185.0
exp114_sensor19,1474627569268,1474627625892,24,0,4086.2916666666665,NaN
exp114_sensor17,1474627569215,1474627627335,23,1,4218.782608695652,2800.0
exp114_sensor18,1474627569238,1474627623950,22,2,3816.5,3950.0
exp114_sensor92,1474627571232,1474627624124,22,0,4169.045454545455,NaN
exp114_sensor11,1474627568970,1474627621761,22,0,4248.590909090909,NaN
exp114_sensor12,1474627569015,1474627623987,24,0,3945.7083333333335,NaN
exp114_sensor91,1474627571214,1474627627579,23,1,4041.2608695652175,3637.0
exp114_sensor90,1474627571210,1474627630545,24,0,4019.1666666666665,NaN
exp114_sensor10,1474627568818,1474627624204,23,1,3967.4347826086955,5441.0
exp114_sensor15,1474627569135,1474627627541,23,1,3998.913043478261,5557.0
exp114_sensor96,1474627571276,1474627628734,23,1,3973.0434782608695,2838.0
exp114_sensor16,1474627569171,1474627625791,24,0,4105.708333333333,NaN
exp114_sensor95,1474627571264,1474627627525,26,0,3577.6923076923076,NaN
exp114_sensor13,1474627569040,1474627624084,24,0,3959.5,NaN
exp114_sensor94,1474627571248,1474627626071,21,1,4178.428571428572,3977.0
exp114_sensor93,1474627571236,1474627624365,24,0,3776.5833333333335,NaN
exp114_sensor14,1474627569112,1474627626027,22,2,4130.772727272727,4181.0
exp114_sensor75,1474627570874,1474627627521,21,1,4380.333333333333,3701.0
