sensorName,firstAttempt,lastAttempt,success,failed,deltaTimeSuccess,deltaTimeFailed
exp39_sensor30,1474607285438,1474607344497,108,0,837.1388888888889,NaN
exp39_sensor1,1474607284575,1474607344254,108,0,856.9166666666666,NaN
exp39_sensor10,1474607284629,1474607344627,112,2,812.6964285714286,815.5
exp39_sensor11,1474607284663,1474607344460,110,0,848.3,NaN
exp39_sensor12,1474607284725,1474607343618,110,0,824.2363636363636,NaN
exp39_sensor4,1474607285471,1474607345013,104,2,860.5865384615385,1366.0
exp39_sensor5,1474607285471,1474607345404,112,0,798.5803571428571,NaN
exp39_sensor2,1474607285058,1474607343236,100,0,907.87,NaN
exp39_sensor3,1474607285393,1474607344914,109,1,800.6422018348624,1524.0
exp39_sensor17,1474607284926,1474607343639,109,1,840.7798165137615,684.0
exp39_sensor18,1474607284958,1474607343288,102,0,890.4411764705883,NaN
exp39_sensor19,1474607285012,1474607344566,109,1,836.1009174311927,519.0
exp39_sensor13,1474607284798,1474607343427,102,0,879.4215686274509,NaN
exp39_sensor14,1474607284809,1474607343334,108,2,818.7592592592592,615.5
exp39_sensor15,1474607284847,1474607344781,106,2,862.3679245283018,633.0
exp39_sensor16,1474607284880,1474607344105,103,1,861.3398058252427,1087.0
exp39_sensor7,1474607285526,1474607345362,103,1,866.5339805825242,2468.0
exp39_sensor6,1474607285495,1474607345093,104,2,854.8076923076923,1270.0
exp39_sensor9,1474607285578,1474607345175,115,1,771.6521739130435,689.0
exp39_sensor8,1474607285541,1474607345208,111,1,793.5855855855856,536.0
exp39_sensor22,1474607285122,1474607344480,106,2,846.4528301886793,603.0
exp39_sensor23,1474607285130,1474607344946,112,0,797.2410714285714,NaN
exp39_sensor20,1474607285076,1474607343606,108,0,866.9722222222222,NaN
exp39_sensor21,1474607285094,1474607343624,108,0,844.1666666666666,NaN
exp39_sensor28,1474607285334,1474607344861,106,0,834.4245283018868,NaN
exp39_sensor29,1474607285374,1474607344912,110,0,829.8090909090909,NaN
exp39_sensor26,1474607285202,1474607345117,107,1,817.8130841121496,2327.0
exp39_sensor27,1474607285285,1474607345239,112,0,807.6875,NaN
exp39_sensor24,1474607285154,1474607344763,102,2,846.8627450980392,1998.5
exp39_sensor25,1474607285186,1474607344767,110,0,807.9181818181818,NaN
