sensorName,firstAttempt,lastAttempt,success,failed,deltaTimeSuccess,deltaTimeFailed
exp38_sensor2,1474607085680,1474607145645,107,3,809.4392523364486,476.3333333333333
exp38_sensor1,1474607085289,1474607145021,111,1,828.3783783783783,266.0
exp38_sensor4,1474607086078,1474607145995,110,2,814.0636363636364,585.0
exp38_sensor3,1474607086037,1474607145570,113,1,794.6814159292036,538.0
exp38_sensor6,1474607086138,1474607145496,113,1,765.8407079646017,1128.0
exp38_sensor5,1474607086108,1474607145779,105,1,891.4571428571429,827.0
exp38_sensor30,1474607086074,1474607145525,110,0,810.4909090909091,NaN
exp38_sensor11,1474607085394,1474607144769,107,1,833.7663551401869,421.0
exp38_sensor10,1474607085331,1474607144975,102,0,888.7254901960785,NaN
exp38_sensor15,1474607085526,1474607145459,104,0,858.3653846153846,NaN
exp38_sensor14,1474607085469,1474607144837,111,1,827.0540540540541,315.0
exp38_sensor13,1474607085448,1474607144720,106,2,835.1132075471698,494.0
exp38_sensor12,1474607085411,1474607144212,107,1,843.0,545.0
exp38_sensor19,1474607085654,1474607145601,110,0,810.3454545454546,NaN
exp38_sensor18,1474607085629,1474607145396,106,4,833.9150943396227,414.25
exp38_sensor17,1474607085571,1474607144226,106,2,837.9433962264151,1183.0
exp38_sensor16,1474607085543,1474607144261,101,1,893.4257425742575,319.0
exp38_sensor20,1474607085699,1474607145584,107,1,837.6635514018692,759.0
exp38_sensor22,1474607085746,1474607145132,103,1,839.4563106796116,1299.0
exp38_sensor21,1474607085734,1474607145600,99,1,885.2323232323232,1187.0
exp38_sensor28,1474607085993,1474607145642,116,2,780.5,386.0
exp38_sensor27,1474607085875,1474607144973,112,0,797.7053571428571,NaN
exp38_sensor29,1474607086007,1474607145022,103,3,849.1456310679612,271.3333333333333
exp38_sensor9,1474607086174,1474607145014,112,0,818.6785714285714,NaN
exp38_sensor24,1474607085790,1474607145023,105,1,865.5619047619048,1307.0
exp38_sensor23,1474607085787,1474607144962,111,1,799.9639639639639,1933.0
exp38_sensor26,1474607085871,1474607145023,103,1,889.7281553398059,320.0
exp38_sensor7,1474607086155,1474607145869,113,3,779.5752212389381,1055.0
exp38_sensor8,1474607086162,1474607145975,111,1,804.0990990990991,414.0
exp38_sensor25,1474607085813,1474607145812,111,1,799.2162162162163,1883.0
