sensorName,firstAttempt,lastAttempt,success,failed,deltaTimeSuccess,deltaTimeFailed
exp107_sensor57,1474625073765,1474625131297,24,0,3815.5,NaN
exp107_sensor58,1474625073775,1474625133137,24,2,3629.125,3577.5
exp107_sensor59,1474625073810,1474625129979,24,0,3797.5,NaN
exp107_sensor14,1474625072122,1474625131558,23,1,3848.1739130434785,6476.0
exp107_sensor13,1474625072077,1474625128095,24,0,3838.875,NaN
exp107_sensor16,1474625072161,1474625130571,23,1,3881.608695652174,3498.0
exp107_sensor15,1474625072142,1474625131733,24,0,4042.4166666666665,NaN
exp107_sensor18,1474625072246,1474625132074,24,8,3810.125,892.625
exp107_sensor17,1474625072208,1474625128200,24,0,3819.9583333333335,NaN
exp107_sensor19,1474625072309,1474625131610,28,0,3509.5714285714284,NaN
exp107_sensor20,1474625072351,1474625132224,25,1,3711.12,5132.0
exp107_sensor21,1474625072383,1474625132316,26,2,3519.153846153846,4700.0
exp107_sensor22,1474625072415,1474625129372,24,0,3822.7916666666665,NaN
exp107_sensor23,1474625072442,1474625127899,23,1,3795.521739130435,4108.0
exp107_sensor61,1474625073866,1474625131533,23,1,3762.3478260869565,7748.0
exp107_sensor60,1474625073834,1474625131774,23,1,3779.1304347826085,7860.0
exp107_sensor63,1474625073934,1474625129648,21,1,4115.190476190476,3453.0
exp107_sensor62,1474625073919,1474625132727,25,1,3529.04,3210.0
exp107_sensor65,1474625073966,1474625133517,25,1,3416.64,8110.0
exp107_sensor64,1474625073950,1474625131652,23,1,3697.1739130434785,7731.0
exp107_sensor67,1474625074017,1474625132273,27,1,3165.222222222222,6818.0
exp107_sensor66,1474625073986,1474625131602,25,1,3488.84,7068.0
exp107_sensor48,1474625073614,1474625133094,27,1,3470.259259259259,4974.0
exp107_sensor49,1474625073633,1474625132607,22,0,4274.818181818182,NaN
exp107_sensor46,1474625073579,1474625131605,27,1,3268.962962962963,6728.0
exp107_sensor47,1474625073604,1474625132031,25,1,3783.44,2952.0
exp107_sensor8,1474625074201,1474625130601,25,1,3240.4,9047.0
exp107_sensor9,1474625074411,1474625133602,23,1,3772.521739130435,3459.0
exp107_sensor6,1474625073826,1474625133521,25,1,3508.96,3898.0
exp107_sensor7,1474625074049,1474625131665,24,0,3893.7083333333335,NaN
exp107_sensor4,1474625073410,1474625129532,23,1,3719.6521739130435,4146.0
exp107_sensor5,1474625073643,1474625132216,24,0,3979.9166666666665,NaN
exp107_sensor2,1474625072334,1474625132219,24,0,3976.0416666666665,NaN
exp107_sensor3,1474625072626,1474625129527,24,0,3754.4166666666665,NaN
exp107_sensor90,1474625074421,1474625131549,25,1,3588.0,7627.0
exp107_sensor1,1474625071875,1474625129101,23,1,3825.391304347826,3514.0
exp107_sensor11,1474625072014,1474625131569,23,1,3883.2608695652175,7565.0
exp107_sensor12,1474625072052,1474625128201,26,0,3537.076923076923,NaN
exp107_sensor10,1474625071942,1474625131592,24,2,3648.8333333333335,6052.0
exp107_sensor52,1474625073692,1474625132097,24,0,3850.5,NaN
exp107_sensor51,1474625073670,1474625131664,25,1,3575.08,6603.0
exp107_sensor50,1474625073661,1474625132728,26,0,3682.730769230769,NaN
