sensorName,firstAttempt,lastAttempt,success,failed,deltaTimeSuccess,deltaTimeFailed
exp53_sensor2,1474610251383,1474610310880,72,0,1306.4583333333333,NaN
exp53_sensor3,1474610251718,1474610311111,69,1,1325.3188405797102,1032.0
exp53_sensor4,1474610251974,1474610311971,66,0,1411.3939393939395,NaN
exp53_sensor5,1474610252000,1474610310870,64,0,1389.640625,NaN
exp53_sensor1,1474610251007,1474610310184,65,1,1430.9846153846154,1838.0
exp53_sensor22,1474610251477,1474610311156,70,0,1276.0285714285715,NaN
exp53_sensor40,1474610251981,1474610311258,74,0,1225.3108108108108,NaN
exp53_sensor23,1474610251480,1474610310136,64,0,1363.09375,NaN
exp53_sensor20,1474610251416,1474610311276,77,1,1196.5714285714287,564.0
exp53_sensor21,1474610251436,1474610310851,70,2,1266.6142857142856,2148.0
exp53_sensor6,1474610252026,1474610311306,66,0,1418.2272727272727,NaN
exp53_sensor7,1474610252030,1474610310880,64,0,1457.859375,NaN
exp53_sensor8,1474610252050,1474610311516,67,1,1354.5223880597016,591.0
exp53_sensor9,1474610252066,1474610312024,70,2,1255.3857142857144,1877.0
exp53_sensor38,1474610251943,1474610311388,67,1,1339.9402985074628,1398.0
exp53_sensor37,1474610251917,1474610310885,63,3,1318.5873015873017,2578.6666666666665
exp53_sensor19,1474610251340,1474610310307,64,0,1368.5625,NaN
exp53_sensor18,1474610251289,1474610311059,67,1,1342.9850746268658,3388.0
exp53_sensor36,1474610251896,1474610311632,74,0,1251.3108108108108,NaN
exp53_sensor35,1474610251870,1474610311175,61,3,1358.295081967213,2255.3333333333335
exp53_sensor17,1474610251263,1474610310357,65,1,1399.6307692307691,2220.0
exp53_sensor16,1474610251246,1474610310185,67,1,1354.7611940298507,1841.0
exp53_sensor15,1474610251223,1474610310635,70,2,1311.4857142857143,1395.5
exp53_sensor14,1474610251182,1474610310463,65,1,1364.2,670.0
exp53_sensor13,1474610251164,1474610310099,72,0,1287.7777777777778,NaN
exp53_sensor39,1474610251953,1474610310904,62,2,1379.6290322580646,904.0
exp53_sensor10,1474610251031,1474610310076,65,1,1449.076923076923,645.0
exp53_sensor11,1474610251111,1474610310999,65,1,1404.3076923076924,755.0
exp53_sensor30,1474610251738,1474610311392,65,1,1352.4615384615386,1883.0
exp53_sensor12,1474610251132,1474610309890,66,2,1385.5,1821.0
exp53_sensor31,1474610251758,1474610311059,59,1,1519.7288135593221,2051.0
exp53_sensor32,1474610251785,1474610311509,69,1,1301.7971014492753,2780.0
exp53_sensor33,1474610251820,1474610310534,65,1,1421.123076923077,832.0
exp53_sensor34,1474610251862,1474610311219,66,0,1384.909090909091,NaN
exp53_sensor25,1474610251523,1474610310753,66,0,1333.090909090909,NaN
exp53_sensor24,1474610251505,1474610311386,66,0,1374.4242424242425,NaN
exp53_sensor27,1474610251595,1474610311286,66,0,1375.3484848484848,NaN
exp53_sensor26,1474610251536,1474610310986,62,2,1509.3870967741937,1925.5
exp53_sensor29,1474610251684,1474610311145,68,0,1357.6323529411766,NaN
exp53_sensor28,1474610251646,1474610311453,72,0,1284.6666666666667,NaN
